מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 36,סוף מידע
1329,9763.0,STANLEY BLACK & DECKER I,549300DJ09SMTO561131,LEI,SWK 6.707 03/15/60,US854502AM31,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Machinery,לא,Ba1,Moodys,נייר ערך,USD,3.77,2030-03-15,0.06707,0.0655,החוב נחות,,3451.44,3.306,100.3108,0.0,11.445924351669122,,,שווי הוגן,4.60192e-08,0.002923,0.000173,,
1329,9763.0,CITIGROUP INC,6SHGI4ZSSLCXXQSBB395,LEI,C Float 08/25/36,US172967DS78,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Banks,לא,Baa2,Moodys,נייר ערך,USD,0.12,2025-11-25,0.05007,0.0577,החוב נחות,,6422.06,3.306,92.4384,0.0,19.62590208349824,,,שווי הוגן,1.2232495238e-07,0.005012,0.000297,,
1329,9763.0,GRAND CITY PROPERTIES SA,5299002QLUYKK2WBMB18,LEI,GYCGR 1 1/2 PERP,XS2271225281,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,0.4,2026-03-09,0.015,0.0657,החוב נחות,,14909.03,3.8807,98.4376,0.0,56.953507567207105,,,שווי הוגן,2.12986142857e-07,0.014545,0.000863,,
1329,9763.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,23735.18,3.306,86.6892,0.0,68.02371930581137,,,שווי הוגן,6.2835017171e-08,0.017372,0.001031,,
1329,9763.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.75 02/26/29,XS1824424706,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,EUR,2.99,2029-02-26,0.0475,0.0443,החוב לא נחות,,28839.66,3.8807,103.4274,0.0,115.753948443894,,,שווי הוגן,2.3071728e-07,0.029561,0.001755,,
1329,9763.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,36624.04,3.306,101.655,0.0,123.08293495177203,,,שווי הוגן,1.5614345195e-07,0.031433,0.001866,,
1329,9763.0,SABRA HEALTH/CAPTL CORP,549300OVKLRFSIQG0H81,LEI,SBRA 3.9 10/15/29,US78572XAG60,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Health Care Equipment & Supplies,לא,Baa3,Moodys,נייר ערך,USD,3.6,2029-10-15,0.039,0.0469,החוב לא נחות,,21842.66,3.306,98.8035,0.0,71.3478193666686,,,שווי הוגן,6.24076e-07,0.018221,0.001082,,
1329,9763.0,EMPRESA ELECTRICA COCHRA,5493000S11JF8TJHYT07,LEI,AES 5 1/2 05/14/27,USP3713CAB48,ISIN,"צמוד למט""ח","חו""ל",צילה,סחיר,אחר,Electric Utilities,לא,Ba1,Moodys,נייר ערך,USD,0.78,2027-05-14,0.055,0.0629,החוב לא נחות,,16025.7,3.306,101.5777,0.0,53.8168448721834,,,שווי הוגן,1.201065735334e-06,0.013743,0.000816,,
1329,9763.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.5 01/23/26,US71654QBW15,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,0.07,2026-01-23,0.045,0.0891,החוב לא נחות,,39208.9,3.306,100.2854,0.0,129.99457207518358,,,שווי הוגן,9.10598164353e-07,0.033198,0.001971,,
1329,12139.0,"צור שמיר אחזקות בע""מ",520025586,ח.פ.,צור אגח י,IL0073001716,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,NR,NR,NR,ILS,2.18,2028-06-30,0.037,0.0387,החוב לא נחות,,64332.96,1.0,119.38,0.0,76.80068764800001,,,שווי הוגן,1.460652721885e-06,0.011261,0.00068,,
1329,12139.0,"חברת השקעות דיסקונט בע""מ",520023896,ח.פ.,דיסק השק אגח ו,IL0063902071,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,BBB,S&P מעלות,נייר ערך,ILS,0.25,2025-12-31,0.0495,0.0635,החוב לא נחות,,23694.89,1.0,148.12,0.0,35.096871068,,,שווי הוגן,1.291595362177e-06,0.005146,0.00031,,
1329,12139.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי טפ הנפ אגח61,IL0023104644,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,1.17,2026-12-04,0.005,0.029,החוב לא נחות,,91611.77,1.0,114.73,0.0,105.10618372100001,,,שווי הוגן,1.200300684907e-06,0.015412,0.00093,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 179,IL0060403727,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.75,2026-06-30,0.0083,0.0321,החוב לא נחות,,36840.8,1.0,116.83,0.0,43.041106639999995,,,שווי הוגן,2.4222261379e-07,0.006311,0.000381,,
1329,12139.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,חשמל אגח 29,IL0060002362,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,0.41,2026-03-01,0.045,0.0528,החוב לא נחות,,29424.02,1.0,120.41,0.0,35.429462482,,,שווי הוגן,1.99106630458e-07,0.005195,0.000313,,
1329,12139.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 49,IL0023102820,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.73,2026-06-23,0.0038,0.0322,החוב לא נחות,,165914.45,1.0,114.65,0.0,190.22091692500004,,,שווי הוגן,5.53048166666e-07,0.027893,0.001684,,
1329,12139.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 46,IL0023102259,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.98,2027-09-28,0.0122,0.0258,החוב לא נחות,,345149.28,1.0,116.7,0.0,402.78920976000006,,,שווי הוגן,1.14454140652e-06,0.059063,0.003566,,
1329,12139.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 70,IL0012138835,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,5.09,2036-11-28,0.0268,0.0259,החוב לא נחות,,425698.83,1.0,105.34,0.0,448.431147522,,,שווי הוגן,1.520352964285e-06,0.065756,0.00397,,
1329,12139.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועליםאגח 204,IL0012274531,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,4.99,2035-08-21,0.0261,0.0257,החוב לא נחות,,7677.18,1.0,101.11,0.0,7.762396698000001,,,שווי הוגן,2.245246401e-08,0.001138,6.8e-05,,
1329,12139.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,דיסק מנ אגח  טז,IL0012031576,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.65,2035-03-20,0.0211,0.0258,החוב לא נחות,,486570.76,1.0,105.47,0.0,513.186180572,,,שווי הוגן,1.870254192235e-06,0.075251,0.004544,,
1329,12139.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.95,2033-12-25,0.0199,0.0253,החוב לא נחות,,483197.49,1.0,105.83,0.0,511.367903667,,,שווי הוגן,1.988467037037e-06,0.074985,0.004528,,
1329,12139.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק אגח יג,IL0012284696,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,2.86,2028-09-04,0.0252,0.0254,החוב נחות,,90301.72,1.0,100.78,0.0,91.00607341600002,,,שווי הוגן,5.31186588235e-07,0.013344,0.000805,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 186,IL0012018391,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.14,2033-11-30,0.0202,0.0253,החוב לא נחות,,519079.67,1.0,105.02,0.0,545.137469434,,,שווי הוגן,1.454813179088e-06,0.079937,0.004827,,
1329,12139.0,שמוס אינטרנשיונל לימיטד,633896,ח.פ.,שמוס אגח א,IL0011559510,ISIN,"צמוד למט""ח",ישראל,בריטניה,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,Aa3,מידרוג Moodys,נייר ערך,ILS,2.28,2028-07-10,0.043,0.0712,החוב נחות,,582625.54,1.0,88.55,0.0,515.91491567,,,שווי הוגן,5.643265982543e-06,0.075652,0.004568,,
1329,12139.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 201,IL0011913451,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.47,2032-11-29,0.0139,0.0251,החוב לא נחות,,242506.46,1.0,107.22,0.0,260.01542641199995,,,שווי הוגן,1.515665375e-06,0.038127,0.002302,,
1329,12139.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 202,IL0011998502,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.56,2028-04-30,0.006,0.0268,החוב לא נחות,,83987.52,1.0,116.21,0.0,97.60189699200001,,,שווי הוגן,1.258723689327e-06,0.014312,0.000864,,
1329,12139.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח ב,IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.51,2028-08-30,0.0469,0.061,החוב נחות,,78736.14,1.0,92.95,0.0,73.18524212999999,,,שווי הוגן,7.45510285766e-07,0.010731,0.000648,,
1329,12139.0,"ירושלים מימון והנפקות (2005) בע""מ",513682146,ח.פ.,ירושלים הנפקות אגח טו,IL0011617698,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AA-,S&P מעלות,נייר ערך,ILS,0.74,2026-12-31,0.002,0.039,החוב לא נחות,,21354.5,1.0,114.5,0.0,24.4509025,,,שווי הוגן,7.65905810704e-07,0.003585,0.000216,,
1329,12139.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 2-רמ,IL0012275454,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE-UP,בנקים,לא,AAA,מידרוג Moodys,נייר ערך,ILS,2.87,2028-11-07,0.0225,0.0646,החוב לא נחות,,180639.57,1.0,99.52,0.0,179.77250006399998,,,שווי הוגן,1.303336488746e-06,0.026361,0.001591,,
1329,12139.0,דה זראסאי גרופ לטד,1744984,ח.פ.,דה זראסאי אגח ה',IL0011695561,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,NR,NR,NR,ILS,0.16,2025-11-30,0.0695,1.6908,החוב לא נחות,,53411.77,1.0,86.46,0.0,46.17981634199999,,,שווי הוגן,1.929615968208e-06,0.006771,0.000408,,
1329,12139.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו  אגח א,IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.36,2028-08-30,0.0469,0.0597,החוב נחות,,154944.29,1.0,91.73,0.0,142.13039721700002,,,שווי הוגן,1.258696395545e-06,0.020841,0.001258,,
1329,12139.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 185,IL0012018219,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,2.11,2029-08-31,0.0186,0.0257,החוב לא נחות,,429533.45,1.0,105.1,0.0,451.43965595,,,שווי הוגן,1.681534462547e-06,0.066197,0.003997,,
1329,12139.0,BLUE OWL CAPITAL CORP,2549000BD79OOCPF2L94,LEI,OBDC 4.25 01/15/26,US69121KAD63,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,0.27,2026-01-15,0.0425,0.0457,החוב לא נחות,,19094.05,3.306,100.7974,0.0,63.62828748623819,,,שווי הוגן,3.81881e-07,0.00933,0.000563,,
1329,12139.0,GOLDMAN SACHS BDC INC,6D01AGSGBNZIJSN77043,LEI,GSBD 5.65 09/09/30,US38147UAF49,ISIN,"צמוד למט""ח","חו""ל",גלובלי,סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.17,2030-09-09,0.0565,0.0544,החוב לא נחות,,36719.34,3.306,101.0179,0.0,122.62980897110914,,,שווי הוגן,9.179835e-07,0.017982,0.001085,,
1329,12139.0,GRAND CITY PROP FINANCE,OML71K8X303XQONU6T67,LEI,GYCGR 6 1/8 PERP,XS2799494633,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,3.61,2030-04-16,0.06125,0.05,החוב נחות,,49938.3,3.8807,107.0823,0.0,207.52074381324667,,,שווי הוגן,1.156747654112e-06,0.03043,0.001837,,
1329,12139.0,APOLLO DEBT SOLUTIONS BD,549300UMUGX092P8DW87,LEI,APODS 6.7 07/29/31,US03770DAD57,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,4.64,2031-07-29,0.067,0.0537,החוב לא נחות,,22031.6,3.306,107.107,0.0,78.01295749447199,,,שווי הוגן,2.21533102867e-07,0.011439,0.00069,,
1329,12139.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",חסום,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,54344.62,3.306,109.7128,0.0,197.11365205499615,,,שווי הוגן,8.36071076923e-07,0.028904,0.001745,,
1329,12139.0,BLACKSTONE SECURED LEND,549300KM7KWQHVBNH962,LEI,BXSL 3.625 01/15/26,US09261LAC28,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,0.27,2026-01-15,0.03625,0.0439,החוב לא נחות,,39656.88,3.306,100.5095,0.0,131.7736285427016,,,שווי הוגן,4.97158975516e-07,0.019322,0.001166,,
1329,12139.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,10281.41,3.306,109.6177,0.0,37.25943053059842,,,שווי הוגן,1.58175538461e-07,0.005463,0.000329,,
1329,12139.0,STANLEY BLACK & DECKER I,549300DJ09SMTO561131,LEI,SWK 6.707 03/15/60,US854502AM31,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Machinery,לא,Ba1,Moodys,נייר ערך,USD,3.77,2030-03-15,0.06707,0.0655,החוב נחות,,5440.33,3.306,100.3108,0.0,18.04163063188584,,,שווי הוגן,7.2537733333e-08,0.002645,0.000159,,
1329,12139.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,5215.61,3.306,97.584,0.0,16.8262204510944,,,שווי הוגן,1.3807476661e-08,0.002467,0.000148,,
1329,12139.0,FS KKR CAPITAL CORP,549300TYRSI1T21B1360,LEI,FSK 6 ⅛ 01/15/31,US302635AQ03,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.43,2031-01-15,0.06125,0.0626,החוב לא נחות,,36719.34,3.306,99.0038,0.0,120.18480963684551,,,שווי הוגן,9.179835e-07,0.017623,0.001064,,
1329,12139.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,7031.01,3.306,102.9423,0.0,23.92844254430238,,,שווי הוגן,2.9976107826e-08,0.003508,0.000211,,
1329,12139.0,GRAND CITY PROPERTIES SA,5299002QLUYKK2WBMB18,LEI,GYCGR 1 1/2 PERP,XS2271225281,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,0.4,2026-03-09,0.015,0.0657,החוב נחות,,23500.37,3.8807,98.4376,0.0,89.773010090339,,,שווי הוגן,3.35719571428e-07,0.013164,0.000794,,
1329,12139.0,CITIGROUP INC,6SHGI4ZSSLCXXQSBB395,LEI,C Float 08/25/36,US172967DS78,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Banks,לא,Baa2,Moodys,נייר ערך,USD,0.12,2025-11-25,0.05007,0.0577,החוב נחות,,10122.78,3.306,92.4384,0.0,30.935352378021122,,,שווי הוגן,1.92814857142e-07,0.004536,0.000273,,
1329,12139.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,37412.6,3.306,86.6892,0.0,107.2224521111952,,,שווי הוגן,9.9043755448e-08,0.015722,0.000949,,
1329,12139.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.5 01/23/26,US71654QBW15,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,0.07,2026-01-23,0.045,0.0891,החוב לא נחות,,61803.05,3.306,100.2854,0.0,204.90401510093818,,,שווי הוגן,1.435330852981e-06,0.030046,0.001814,,
1329,12139.0,EMPRESA ELECTRICA COCHRA,5493000S11JF8TJHYT07,LEI,AES 5 1/2 05/14/27,USP3713CAB48,ISIN,"צמוד למט""ח","חו""ל",צילה,סחיר,אחר,Electric Utilities,לא,Ba1,Moodys,נייר ערך,USD,0.78,2027-05-14,0.055,0.0629,החוב לא נחות,,25260.52,3.306,101.5777,0.0,84.82883657067624,,,שווי הוגן,1.893180642888e-06,0.012439,0.000751,,
1329,12139.0,SABRA HEALTH/CAPTL CORP,549300OVKLRFSIQG0H81,LEI,SBRA 3.9 10/15/29,US78572XAG60,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Health Care Equipment & Supplies,לא,Baa3,Moodys,נייר ערך,USD,3.6,2029-10-15,0.039,0.0469,החוב לא נחות,,34429.52,3.306,98.8035,0.0,112.46208904231919,,,שווי הוגן,9.83700571428e-07,0.016491,0.000995,,
1329,12139.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,57728.68,3.306,101.655,0.0,194.009600396124,,,שווי הוגן,2.46121273669e-07,0.028448,0.001717,,
1329,12139.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.75 02/26/29,XS1824424706,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,EUR,2.99,2029-02-26,0.0475,0.0443,החוב לא נחות,,45458.54,3.8807,103.4274,0.0,182.45726529004477,,,שווי הוגן,3.6366832e-07,0.026754,0.001615,,
1329,13212.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 179,IL0060403727,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.75,2026-06-30,0.0083,0.0321,החוב לא נחות,,6151.0,1.0,116.83,0.0,7.1862132999999995,,,שווי הוגן,4.0441882299e-08,0.080794,0.002173,,
1329,13212.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 49,IL0023102820,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.73,2026-06-23,0.0038,0.0322,החוב לא נחות,,281.0,1.0,114.65,0.0,0.3221665,,,שווי הוגן,9.36666666e-10,0.003622,9.7e-05,,
1329,13212.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 202,IL0011998502,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.56,2028-04-30,0.006,0.0268,החוב לא נחות,,2395.78,1.0,116.21,0.0,2.7841359380000004,,,שווי הוגן,3.5905632651e-08,0.031302,0.000842,,
1329,13212.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק אגח יג,IL0012284696,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,2.86,2028-09-04,0.0252,0.0254,החוב נחות,,1000.0,1.0,100.78,0.0,1.0078,,,שווי הוגן,5.882352941e-09,0.01133,0.000304,,
1329,13212.0,BLUE OWL CAPITAL CORP,2549000BD79OOCPF2L94,LEI,OBDC 4.25 01/15/26,US69121KAD63,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,0.27,2026-01-15,0.0425,0.0457,החוב לא נחות,,732.65,3.306,100.7974,0.0,2.4414550515365994,,,שווי הוגן,1.4653e-08,0.027449,0.000738,,
1329,13212.0,GOLDMAN SACHS BDC INC,6D01AGSGBNZIJSN77043,LEI,GSBD 5.65 09/09/30,US38147UAF49,ISIN,"צמוד למט""ח","חו""ל",גלובלי,סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.17,2030-09-09,0.0565,0.0544,החוב לא נחות,,1408.94,3.306,101.0179,0.0,4.70536897045956,,,שווי הוגן,3.52235e-08,0.052902,0.001423,,
1329,13212.0,GRAND CITY PROP FINANCE,OML71K8X303XQONU6T67,LEI,GYCGR 6 1/8 PERP,XS2799494633,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,3.61,2030-04-16,0.06125,0.05,החוב נחות,,1916.16,3.8807,107.0823,0.0,7.962684922498176,,,שווי הוגן,4.438504284e-08,0.089525,0.002408,,
1329,13212.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.75 02/26/29,XS1824424706,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,EUR,2.99,2029-02-26,0.0475,0.0443,החוב לא נחות,,1744.27,3.8807,103.4274,0.0,7.000988903899386,,,שווי הוגן,1.395416e-08,0.078712,0.002117,,
1329,13212.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,2215.08,3.306,101.655,0.0,7.444251031643999,,,שווי הוגן,9.443803511e-09,0.083696,0.002251,,
1329,13212.0,SABRA HEALTH/CAPTL CORP,549300OVKLRFSIQG0H81,LEI,SBRA 3.9 10/15/29,US78572XAG60,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Health Care Equipment & Supplies,לא,Baa3,Moodys,נייר ערך,USD,3.6,2029-10-15,0.039,0.0469,החוב לא נחות,,1321.08,3.306,98.8035,0.0,4.3152334564068,,,שווי הוגן,3.7745142857e-08,0.048516,0.001305,,
