מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 17,סוף מידע
1329,9762.0,התחייבות להשקעה,Zeev Ventures management IX,,"מספר תאגיד או שותפות בחו""ל",ZEEV Ventures 9,28999179.0,פנימי,USD,2022-10-03,2.0,7.166,0.028,0.092568,0.00014,2037-07-01 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Klirmark Fund IV (G.P.), L.P",,"מספר תאגיד או שותפות בחו""ל",Klirmark Opportunity Fund 4,28999218.0,פנימי,ILS,2023-03-15,409.162,409.162,216.85586,216.85586,0.0053,2033-03-13 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Clarion CLO II GP, LP",,מספר שותפות,CLARION 2,28999104.0,פנימי,USD,2022-01-31,28.0,89.46,0.44165,1.4600949,0.000157732142857142,2028-05-07 00:00:00,,
1329,9762.0,התחייבות להשקעה,"LCN North American GP III, L.P.",,"מספר תאגיד או שותפות בחו""ל",LCN NA 3 QFPF,29993940.0,פנימי,USD,2020-12-02,11.2544,37.0157216,0.501549999,1.658124296694,0.000445647923478817,2028-08-24 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Thoma Bravo Discover Partners IV[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Discover 4,28999125.0,פנימי,USD,2022-05-18,23.0,77.142,3.68,12.16608,0.0016,2035-06-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,KPS Special Situations Mid-Cap Fund II,,מספר שותפות,KPS Mid-Cap II,28999282.0,פנימי,USD,2024-09-30,10.3414,38.3045456,10.3414,34.1886684,0.01,2037-09-27 00:00:00,,
1329,9762.0,התחייבות להשקעה,investcorp investment advisers LLC,,"מספר תאגיד או שותפות בחו""ל",Investcorp Special Opportunities Italian 1,29992801.0,פנימי,EUR,2017-10-30,4.50051,18.467842785,0.602579999,2.3384322021193,0.00133891492075342,2027-10-31 00:00:00,,
1329,9762.0,התחייבות להשקעה,Signal Alpha III GP Limited,,מספר שותפות,Signal 3,28999293.0,פנימי,EUR,2025-05-28,62.893,252.2072193,29.88373,115.969791011,0.00475151924697502,2031-07-13 00:00:00,,
1329,9762.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,USD,2022-04-27,26.875,88.445625,2.78103,9.19408518,0.00103480186046511,2030-12-06 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי נגב אנרגיה,29992710.0,פנימי,ILS,2016-07-17,14.24474,14.24474,0.2008,0.2008,0.00014096431384497,2026-07-21 00:00:00,,
1329,9762.0,התחייבות להשקעה,accolade investment associates VIII-C LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-C Feeder (Anthos 5),29994299.0,פנימי,USD,2021-06-28,11.0,35.871,0.55,1.8183,0.0005,2033-03-31 00:00:00,,
1329,9762.0,התחייבות להשקעה,LCN European Fund IV GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN European Fund 4,28999155.0,פנימי,EUR,2022-06-21,123.0,448.7532,42.62176,165.402264032,0.00346518373983739,2036-07-21 00:00:00,,
1329,9762.0,התחייבות להשקעה,TPY Capital (Israel) II LTD,,ח.פ.,TPY 2,29993208.0,פנימי,USD,2018-08-29,6.0,21.858,1.08,3.57048,0.0018,2026-05-09 00:00:00,,
1329,9762.0,התחייבות להשקעה,קוגיטו קפיטל אל.אמ.אי שותף כללי,,מספר שותפות,קוגיטו בי.אמ.אי משלימה,29992793.0,פנימי,ILS,2017-01-08,27.0,27.0,29.26879,29.26879,0.0108402925925925,2029-01-07 00:00:00,,
1329,9762.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,USD,2022-06-13,27.92711,96.0692584,1.46884,4.85598504,0.000525954887562658,2030-04-13 00:00:00,,
1329,9762.0,התחייבות להשקעה,accolade associates Blockchain II LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,USD,2021-11-16,8.0,24.72,0.56,1.85136,0.0007,2034-02-11 00:00:00,,
1329,9762.0,התחייבות להשקעה,AnaCap GP Lux S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",AnaCap 4,29993592.0,פנימי,EUR,2019-12-11,17.01021,65.542040151,1.537589999,5.9669255091193,0.000903921820483109,2028-08-09 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Peregrine IV General Partner, L.P",,מספר שותפות,Peregrine 4,29993494.0,פנימי,USD,2019-07-22,5.84652,20.66160168,1.16913,3.86514378,0.00199970238706102,2030-07-22 00:00:00,,
1329,9762.0,התחייבות להשקעה,CCP IV GP ltd.,,"מספר תאגיד או שותפות בחו""ל",CITIC Capital China Partners 4,29993317.0,פנימי,USD,2019-02-21,9.00591,32.57437647,0.408699999,1.351162196694,0.000453813106060353,2031-08-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,Italian NPL Opportunities Fund II (GP),,"מספר תאגיד או שותפות בחו""ל",Italian NPL Opportunities 2,29993566.0,פנימי,EUR,2019-09-29,12.22239,46.50619395,5.57188,21.622794716,0.00455874832990928,2026-10-23 00:00:00,,
1329,9762.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Strategic Equity 3,29993445.0,פנימי,USD,2019-06-03,15.99596,58.11332268,5.55216,18.35544096,0.00347097642154644,2030-06-03 00:00:00,,
1329,9762.0,התחייבות להשקעה,Value AP Partners Ltd,,ח.פ.,AP Partners Fund,29992997.0,פנימי,ILS,2018-01-24,27.24735,27.24735,2.09927,2.09927,0.000770449236347754,2029-01-25 00:00:00,,
1329,9762.0,התחייבות להשקעה,State of Minds Ventures Momentum GP L.P,,ח.פ.,SOMV Elastic,29994359.0,פנימי,USD,2021-09-29,1.38793,4.45803116,0.12779,0.42247374,0.000920723667620124,2032-08-16 00:00:00,,
1329,9762.0,התחייבות להשקעה - צמיתה,Kotani AS Management B.V,,"מספר תאגיד או שותפות בחו""ל",Kotani,29993522.0,פנימי,USD,2019-08-20,15.525,54.7101,2.5636,8.4752616,0.00165127214170692,NR,,
1329,9762.0,התחייבות להשקעה,"Francisco Partners Agility GP III, L.P",,מספר שותפות,"Francisco Partners Agility GP III, L.P",28999121.0,פנימי,USD,2022-02-17,13.75,43.84875,13.04187,43.11642222,0.00948499636363636,2035-04-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,accolade associates VII LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8,29993988.0,פנימי,USD,2021-01-27,10.0,32.64,1.7,5.6202,0.0017,2034-08-03 00:00:00,,
1329,9762.0,התחייבות להשקעה,"KPS INVESTORS V, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 5,29993789.0,פנימי,USD,2020-07-09,7.19578,24.78226632,1.20358,3.97903548,0.00167261922960401,2034-07-20 00:00:00,,
1329,9762.0,התחייבות להשקעה,"NOY E.I Infrastructure and Energy G.P., Limited Partnership",,מספר שותפות,נוי פשה 2,29992822.0,פנימי,ILS,2017-12-25,5.04482,5.04482,0.551399999,0.551399999,0.00109300232515729,2027-01-01 00:00:00,,
1329,9762.0,התחייבות להשקעה - קרן בהנזלה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ב,29992954.0,פנימי,ILS,2018-01-25,56.99793,56.99793,4.595719999,4.595719999,0.00080629594776512,NR,,
1329,9762.0,התחייבות להשקעה,Pontifax VI GP L.P.,,מספר שותפות,PONTIFAX 6,29993951.0,פנימי,USD,2020-10-11,12.0,40.572,3.0,9.918,0.0025,2033-11-28 00:00:00,,
1329,9762.0,התחייבות להשקעה,Pollen Street Capital,,"מספר תאגיד או שותפות בחו""ל",PSC Credit IV,28999299.0,פנימי,GBP,2025-08-21,67.10416,229.42912304,67.10416,298.002864144,0.01,2032-09-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,ISFM GPLP Ltd.,,ח.פ.,Israel Secondary Fund 2,29992679.0,פנימי,USD,2015-12-20,6.00193,23.38351928,0.33007,1.09121142,0.000549939769374184,2028-01-25 00:00:00,,
1329,9762.0,התחייבות להשקעה,"קוגיטו קפיטל שותף כללי בע""מ.",,ח.פ.,קוגיטו אס.אמ.אי,29992707.0,פנימי,ILS,2016-07-18,34.12505,34.12505,14.77776,14.77776,0.00433047277586406,2028-03-15 00:00:00,,
1329,9762.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,USD,2022-06-13,34.07288,117.2107072,1.79209,5.92464954,0.00052595788791555,2030-04-12 00:00:00,,
1329,9762.0,התחייבות להשקעה,Northwind Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt 1,29993809.0,פנימי,USD,2020-07-27,15.00068,51.19732084,7.88526,26.06866956,0.0052566017007229,2027-07-20 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Triton Debt Opportunities Fund II General Partner L.P.,",,מספר שותפות,Triton Debt Opportunities  2,29993565.0,פנימי,EUR,2019-10-22,10.0023,39.43206729,8.65873,33.601933511,0.00865673895004149,2025-10-12 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Klirmark Fund III (G.P.), L.P",,ח.פ.,Klirmark 3,29993571.0,פנימי,ILS,2019-07-04,90.05269,90.05269,14.44756,14.44756,0.0016043451894663,2029-07-03 00:00:00,,
1329,9762.0,התחייבות להשקעה,AH equity Partners BIO IV,,"מספר תאגיד או שותפות בחו""ל",HA BIO 4,29994427.0,פנימי,USD,2021-12-05,12.6,39.7656,5.922,19.578132,0.0047,2035-01-07 00:00:00,,
1329,9762.0,התחייבות להשקעה,accolade associates Blockchain Select LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Select Feeder,29994401.0,פנימי,USD,2021-11-16,8.0,24.72,0.56,1.85136,0.0007,2034-02-11 00:00:00,,
1329,9762.0,התחייבות להשקעה,Zeev Ventures management VIII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 8,29994350.0,פנימי,USD,2021-09-14,6.0,19.266,0.03,0.09918,5e-05,2031-09-14 00:00:00,,
1329,9762.0,התחייבות להשקעה,State of Mind Venture 3 GP LP,,ח.פ.,SOMV 3,29994396.0,פנימי,USD,2021-11-01,15.0,47.01,4.92,16.26552,0.00328,2034-09-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,"מספר תאגיד או שותפות בחו""ל",NFX  3,29994345.0,פנימי,USD,2021-09-02,14.0,44.912,2.1,6.9426,0.0015,2033-09-02 00:00:00,,
1329,9762.0,התחייבות להשקעה,Zeev Opportunity management I,,"מספר תאגיד או שותפות בחו""ל",Zeev Opportunity 1,29994279.0,פנימי,USD,2021-05-27,8.99999,29.23196752,0.045,0.14877,5.00000555556172e-05,2031-05-27 00:00:00,,
1329,9762.0,התחייבות להשקעה,AH Equity Partners LSV III,,"מספר תאגיד או שותפות בחו""ל",LSV III,29994428.0,פנימי,USD,2021-12-01,14.7,46.305,1.029,3.401874,0.0007,2032-01-05 00:00:00,,
1329,9762.0,התחייבות להשקעה,KDCP GP KDC Media Fund Ltd,,ח.פ.,Stardom Media Ventures,29994368.0,פנימי,USD,2021-06-30,7.0,22.82,0.736989999,2.436488936694,0.00105284285571428,2031-06-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ג,29993585.0,פנימי,ILS,2019-09-26,67.99649,67.99649,20.16536,20.16536,0.00296564719737739,2028-09-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.à r.l,,"מספר תאגיד או שותפות בחו""ל",Axiom Asia 6-A,29993960.0,פנימי,USD,2021-01-05,10.65714,34.13481942,3.09058,10.21745748,0.00290000882037769,2035-01-05 00:00:00,,
1329,9762.0,התחייבות להשקעה,Gatewood Capital GP II LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 2,29993961.0,פנימי,USD,2020-12-01,22.02487,72.77017048,16.04877,53.05723362,0.00728665821864101,2036-09-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,ICG North American Private Debt II (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG NA Private Debt 2,29993318.0,פנימי,USD,2018-03-01,10.00711,34.87477835,2.49665,8.2539249,0.00249487614306228,2031-09-29 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 3,29993169.0,פנימי,ILS,2018-05-31,72.9573,72.9573,3.61044,3.61044,0.00049487028714056,2030-06-04 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Forma European Fund II General Partner,",,ח.פ.,Forma 2,29994253.0,פנימי,EUR,2021-07-08,9.0,34.9056,1.47745,5.733540215,0.00164161111111111,2031-11-08 00:00:00,,
1329,9762.0,התחייבות להשקעה,Gatewood Capital GP LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 1,29992724.0,פנימי,USD,2016-09-22,8.00391,30.08669769,1.92204,6.35426424,0.00240137632732002,2031-04-30 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 4,29994268.0,פנימי,ILS,2021-05-13,103.17169,103.17169,22.50286,22.50286,0.00218110801519292,2035-04-01 00:00:00,,
1329,9762.0,התחייבות להשקעה,"Anacap Credit Opportunities GP III, L..P",,"מספר תאגיד או שותפות בחו""ל",AnaCap 3,29992706.0,פנימי,EUR,2016-05-31,5.00238,21.485722338,0.33642,1.305545094,0.000672519880536864,2026-05-19 00:00:00,,
1329,9762.0,התחייבות להשקעה,"מרתון ניהול נדל""ן בע""מ",,ח.פ.,Marathon,29994254.0,פנימי,ILS,2021-09-05,31.0,31.0,6.58568,6.58568,0.0021244129032258,2030-08-31 00:00:00,,
1329,9762.0,התחייבות להשקעה,Mideal Assets Management Ltd,,ח.פ.,Mideal 2,29993972.0,פנימי,EUR,2020-01-10,13.00225,50.0950688,3.67952,14.279113264,0.00282991020784864,2030-11-01 00:00:00,,
1329,9762.0,התחייבות להשקעה,accolade investment associates VIII-F LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,USD,2022-01-13,30.0,93.51,4.2,13.8852,0.0014,2035-01-13 00:00:00,,
1329,9762.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,מספר שותפות,Glilot 4,29994430.0,פנימי,USD,2022-01-13,12.0,37.404,3.61799,11.96107494,0.00301499166666666,2035-02-24 00:00:00,,
1329,9763.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,מספר שותפות,Glilot 4,29994430.0,פנימי,USD,2022-01-13,3.0,9.351,0.90443,2.99004558,0.00301476666666666,2035-02-24 00:00:00,,
1329,9763.0,התחייבות להשקעה,accolade investment associates VIII-F LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,USD,2022-01-13,8.0,24.936,1.12,3.70272,0.0014,2035-01-13 00:00:00,,
1329,9763.0,התחייבות להשקעה,Mideal Assets Management Ltd,,ח.פ.,Mideal 2,29993972.0,פנימי,EUR,2020-01-10,8.99335,34.64957888,2.54504,9.876536728,0.0028299132136523,2030-11-01 00:00:00,,
1329,9763.0,התחייבות להשקעה,"מרתון ניהול נדל""ן בע""מ",,ח.פ.,Marathon,29994254.0,פנימי,ILS,2021-09-05,22.0,22.0,4.67371,4.67371,0.00212441363636363,2030-08-31 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 4,29994268.0,פנימי,ILS,2021-05-13,72.47598,72.47598,15.80779,15.80779,0.00218110745104791,2035-04-01 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Anacap Credit Opportunities GP III, L..P",,"מספר תאגיד או שותפות בחו""ל",AnaCap 3,29992706.0,פנימי,EUR,2016-05-31,2.00095,8.594280345,0.13453,0.522070571,0.000672330642944601,2026-05-19 00:00:00,,
1329,9763.0,התחייבות להשקעה,Gatewood Capital GP LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 1,29992724.0,פנימי,USD,2016-09-22,1.00007,3.75926313,0.24014,0.79390284,0.00240123191376603,2031-04-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,ICG North American Private Debt II (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG NA Private Debt 2,29993318.0,פנימי,USD,2018-03-01,2.00082,6.9728577,0.4992,1.6503552,0.00249497705940564,2031-09-29 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Forma European Fund II General Partner,",,ח.פ.,Forma 2,29994253.0,פנימי,EUR,2021-07-08,6.0,23.2704,0.984969999,3.8223730751193,0.001641616665,2031-11-08 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 3,29993169.0,פנימי,ILS,2018-05-31,35.58916,35.58916,1.76116,1.76116,0.00049485854681594,2030-06-04 00:00:00,,
1329,9763.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.à r.l,,"מספר תאגיד או שותפות בחו""ל",Axiom Asia 6-A,29993960.0,פנימי,USD,2021-01-05,4.65714,14.91681942,1.35058,4.46501748,0.00290002018406146,2035-01-05 00:00:00,,
1329,9763.0,התחייבות להשקעה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ג,29993585.0,פנימי,ILS,2019-09-26,71.99878,71.99878,21.35229,21.35229,0.00296564608455865,2028-09-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,Gatewood Capital GP II LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 2,29993961.0,פנימי,USD,2020-12-01,8.92387,29.48446648,6.50251,21.49729806,0.0072866480574011,2036-09-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,KDCP GP KDC Media Fund Ltd,,ח.פ.,Stardom Media Ventures,29994368.0,פנימי,USD,2021-06-30,2.0,6.52,0.21055,0.6960783,0.00105275,2031-06-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,AH Equity Partners LSV III,,"מספר תאגיד או שותפות בחו""ל",LSV III,29994428.0,פנימי,USD,2021-12-01,4.2,13.23,0.294,0.971964,0.0007,2032-01-05 00:00:00,,
1329,9763.0,התחייבות להשקעה,Zeev Opportunity management I,,"מספר תאגיד או שותפות בחו""ל",Zeev Opportunity 1,29994279.0,פנימי,USD,2021-05-27,2.99999,9.74396752,0.014989999,0.049556936694,4.99668298894329e-05,2031-05-27 00:00:00,,
1329,9763.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,"מספר תאגיד או שותפות בחו""ל",NFX  3,29994345.0,פנימי,USD,2021-09-02,4.0,12.832,0.6,1.9836,0.0015,2033-09-02 00:00:00,,
1329,9763.0,התחייבות להשקעה,State of Mind Venture 3 GP LP,,ח.פ.,SOMV 3,29994396.0,פנימי,USD,2021-11-01,5.0,15.67,1.64,5.42184,0.00328,2034-09-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,AH equity Partners BIO IV,,"מספר תאגיד או שותפות בחו""ל",HA BIO 4,29994427.0,פנימי,USD,2021-12-05,3.6,11.3616,1.692,5.593752,0.0047,2035-01-07 00:00:00,,
1329,9763.0,התחייבות להשקעה,Zeev Ventures management VIII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 8,29994350.0,פנימי,USD,2021-09-14,2.0,6.422,0.01,0.03306,5e-05,2031-09-14 00:00:00,,
1329,9763.0,התחייבות להשקעה,accolade associates Blockchain Select LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Select Feeder,29994401.0,פנימי,USD,2021-11-16,2.0,6.18,0.14,0.46284,0.0007,2034-02-11 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Klirmark Fund III (G.P.), L.P",,ח.פ.,Klirmark 3,29993571.0,פנימי,ILS,2019-07-04,70.82796,70.82796,11.36325,11.36325,0.00160434523315368,2029-07-03 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Triton Debt Opportunities Fund II General Partner L.P.,",,מספר שותפות,Triton Debt Opportunities  2,29993565.0,פנימי,EUR,2019-10-22,10.99568,43.348269264,9.51866,36.939063862,0.00865672700551489,2025-10-12 00:00:00,,
1329,9763.0,התחייבות להשקעה,Northwind Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt 1,29993809.0,פנימי,USD,2020-07-27,19.00034,64.84816042,9.98774,33.01946844,0.00525661119748383,2027-07-20 00:00:00,,
1329,9763.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,USD,2022-06-13,24.18075,83.18178,1.271789999,4.204537736694,0.000525951427892021,2030-04-12 00:00:00,,
1329,9763.0,התחייבות להשקעה,accolade associates VII LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8,29993988.0,פנימי,USD,2021-01-27,3.0,9.792,0.51,1.68606,0.0017,2034-08-03 00:00:00,,
1329,9763.0,התחייבות להשקעה,"קוגיטו קפיטל שותף כללי בע""מ.",,ח.פ.,קוגיטו אס.אמ.אי,29992707.0,פנימי,ILS,2016-07-18,3.9,3.9,1.68892,1.68892,0.0043305641025641,2028-03-15 00:00:00,,
1329,9763.0,התחייבות להשקעה,"NOY E.I Infrastructure and Energy G.P., Limited Partnership",,מספר שותפות,נוי פשה 2,29992822.0,פנימי,ILS,2017-12-25,2.52025,2.52025,0.275419999,0.275419999,0.00109282808848328,2027-01-01 00:00:00,,
1329,9763.0,התחייבות להשקעה,Pontifax VI GP L.P.,,מספר שותפות,PONTIFAX 6,29993951.0,פנימי,USD,2020-10-11,4.0,13.524,1.0,3.306,0.0025,2033-11-28 00:00:00,,
1329,9763.0,התחייבות להשקעה,Pollen Street Capital,,"מספר תאגיד או שותפות בחו""ל",PSC Credit IV,28999299.0,פנימי,GBP,2025-08-21,45.31821,154.94295999,45.31821,201.253638789,0.01,2032-09-30 00:00:00,,
1329,9763.0,התחייבות להשקעה - קרן בהנזלה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ב,29992954.0,פנימי,ILS,2018-01-25,25.00089,25.00089,2.0158,2.0158,0.000806291296029861,NR,,
1329,9763.0,התחייבות להשקעה,"KPS INVESTORS V, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 5,29993789.0,פנימי,USD,2020-07-09,2.39859,8.26074396,0.40118,1.32630108,0.00167256596583826,2034-07-20 00:00:00,,
1329,9763.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Strategic Equity 3,29993445.0,פנימי,USD,2019-06-03,4.0056,14.5523448,1.39035,4.5964971,0.00347101557819053,2030-06-03 00:00:00,,
1329,9763.0,התחייבות להשקעה - צמיתה,Kotani AS Management B.V,,"מספר תאגיד או שותפות בחו""ל",Kotani,29993522.0,פנימי,USD,2019-08-20,4.6575,16.41303,0.769099999,2.542644596694,0.00165131508105206,NR,,
1329,9763.0,התחייבות להשקעה,State of Minds Ventures Momentum GP L.P,,ח.פ.,SOMV Elastic,29994359.0,פנימי,USD,2021-09-29,0.39655,1.2737186,0.03651,0.12070206,0.00092069095952591,2032-08-16 00:00:00,,
1329,9763.0,התחייבות להשקעה,Value AP Partners Ltd,,ח.פ.,AP Partners Fund,29992997.0,פנימי,ILS,2018-01-24,3.4074,3.4074,0.26252,0.26252,0.000770440805306098,2029-01-25 00:00:00,,
1329,9763.0,התחייבות להשקעה,Italian NPL Opportunities Fund II (GP),,"מספר תאגיד או שותפות בחו""ל",Italian NPL Opportunities 2,29993566.0,פנימי,EUR,2019-09-29,5.55163,21.12395215,2.53087,9.821547209,0.00455878723906312,2026-10-23 00:00:00,,
1329,9763.0,התחייבות להשקעה,AnaCap GP Lux S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",AnaCap 4,29993592.0,פנימי,EUR,2019-12-11,9.98891,38.488269121,0.90288,3.503806416,0.000903882405587796,2028-08-09 00:00:00,,
1329,9763.0,התחייבות להשקעה,CCP IV GP ltd.,,"מספר תאגיד או שותפות בחו""ל",CITIC Capital China Partners 4,29993317.0,פנימי,USD,2019-02-21,1.99807,7.22701919,0.090729999,0.299953376694,0.000454088190103449,2031-08-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Francisco Partners Agility GP III, L.P",,מספר שותפות,"Francisco Partners Agility GP III, L.P",28999121.0,פנימי,USD,2022-02-17,3.5,11.1615,3.31975,10.9750935,0.009485,2035-04-30 00:00:00,,
1329,9763.0,התחייבות להשקעה,accolade associates Blockchain II LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,USD,2021-11-16,2.0,6.18,0.14,0.46284,0.0007,2034-02-11 00:00:00,,
1329,9763.0,התחייבות להשקעה,"Peregrine IV General Partner, L.P",,מספר שותפות,Peregrine 4,29993494.0,פנימי,USD,2019-07-22,2.3362,8.2561308,0.46715,1.5443979,0.00199961475901035,2030-07-22 00:00:00,,
1329,9763.0,התחייבות להשקעה,קוגיטו קפיטל אל.אמ.אי שותף כללי,,מספר שותפות,קוגיטו בי.אמ.אי משלימה,29992793.0,פנימי,ILS,2017-01-08,3.0,3.0,3.2521,3.2521,0.0108403333333333,2029-01-07 00:00:00,,
1329,9763.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,USD,2022-06-13,19.81924,68.1781856,1.04241,3.44620746,0.000525958613952906,2030-04-13 00:00:00,,
1329,9763.0,התחייבות להשקעה,TPY Capital (Israel) II LTD,,ח.פ.,TPY 2,29993208.0,פנימי,USD,2018-08-29,1.0025,3.6521075,0.18044,0.59653464,0.00179990024937655,2026-05-09 00:00:00,,
1329,9763.0,התחייבות להשקעה,LCN European Fund IV GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN European Fund 4,28999155.0,פנימי,EUR,2022-06-21,63.0,229.8492,21.83069,84.718358683,0.00346518888888888,2036-07-21 00:00:00,,
1329,9763.0,התחייבות להשקעה,investcorp investment advisers LLC,,"מספר תאגיד או שותפות בחו""ל",Investcorp Special Opportunities Italian 1,29992801.0,פנימי,EUR,2017-10-30,2.25026,9.23394191,0.30129,1.169216103,0.00133891194795268,2027-10-31 00:00:00,,
