"שם גיליון
(רלוונטי לגיליונות עם עמודה ""מאפיין עיקרי"")",שם עמודה,אפשרות בחירה,הערות והסברים,Unnamed: 4
ריק במקור,ריק במקור,שירותים פיננסיים,,
ריק במקור,ריק במקור,תוכנה ואינטרנט,,
ריק במקור,ריק במקור,תקשורת ומדיה,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,Energy Equipment & Services,,
ריק במקור,ריק במקור,"Oil, Gas & Consumable Fuels",,
ריק במקור,ריק במקור,Chemicals,,
ריק במקור,ריק במקור,Construction Materials,,
ריק במקור,ריק במקור,Containers & Packaging,,
ריק במקור,ריק במקור,Metals & Mining,,
ריק במקור,ריק במקור,Paper & Forest Products,,
ריק במקור,ריק במקור,Aerospace & Defense,,
ריק במקור,ריק במקור,Building Products,,
ריק במקור,ריק במקור,Construction & Engineering,,
ריק במקור,ריק במקור,Electrical Equipment,,
ריק במקור,ריק במקור,Industrial Conglomerates,,
ריק במקור,ריק במקור,Machinery,,
ריק במקור,ריק במקור,Trading Companies & Distributors,,
ריק במקור,ריק במקור,Commercial Services & Supplies,,
ריק במקור,ריק במקור,Professional Services,,
ריק במקור,ריק במקור,Air Freight & Logistics,,
ריק במקור,ריק במקור,Passenger Airlines,,
ריק במקור,ריק במקור,Marine Transportation,,
ריק במקור,ריק במקור,Ground Transportation,,
ריק במקור,ריק במקור,Transportation Infrastructure,,
ריק במקור,ריק במקור,Automobile Components,,
ריק במקור,ריק במקור,Automobiles,,
ריק במקור,ריק במקור,Household Durables,,
ריק במקור,ריק במקור,Leisure Products,,
ריק במקור,ריק במקור,"Textiles, Apparel & Luxury Goods",,
ריק במקור,ריק במקור,"Hotels, Restaurants & Leisure",,
ריק במקור,ריק במקור,Diversified Consumer Services,,
ריק במקור,ריק במקור,Distributors,,
ריק במקור,ריק במקור,Broadline Retail,,
ריק במקור,ריק במקור,Specialty Retail,,
ריק במקור,ריק במקור,Consumer Staples Distribution & Retail,,
ריק במקור,ריק במקור,Beverages,,
ריק במקור,ריק במקור,Food Products,,
ריק במקור,ריק במקור,Tobacco,,
ריק במקור,ריק במקור,Household Products,,
ריק במקור,ריק במקור,Personal Care Products,,
ריק במקור,ריק במקור,Health Care Equipment & Supplies,,
ריק במקור,ריק במקור,Health Care Providers & Services,,
ריק במקור,ריק במקור,Health Care Technology,,
ריק במקור,ריק במקור,Biotechnology,,
ריק במקור,ריק במקור,Pharmaceuticals,,
ריק במקור,ריק במקור,Life Sciences Tools & Services,,
ריק במקור,ריק במקור,Banks,,
ריק במקור,ריק במקור,Financial Services,,
ריק במקור,ריק במקור,Consumer Finance,,
ריק במקור,ריק במקור,Capital Markets,,
ריק במקור,ריק במקור,Mortgage Real Estate Investment Trusts (REITs),,
ריק במקור,ריק במקור,Insurance,,
ריק במקור,ריק במקור,IT Services,,
ריק במקור,ריק במקור,Software,,
ריק במקור,ריק במקור,Communications Equipment,,
ריק במקור,ריק במקור,"Technology Hardware, Storage & Peripherals",,
ריק במקור,ריק במקור,"Electronic Equipment, Instruments & Components",,
ריק במקור,ריק במקור,Semiconductors & Semiconductor Equipment,,
ריק במקור,ריק במקור,Diversified Telecommunication Services,,
ריק במקור,ריק במקור,Wireless Telecommunication Services,,
ריק במקור,ריק במקור,Media,,
ריק במקור,ריק במקור,Entertainment,,
ריק במקור,ריק במקור,Interactive Media & Services,,
ריק במקור,ריק במקור,Electric Utilities,,
ריק במקור,ריק במקור,Gas Utilities,,
ריק במקור,ריק במקור,Multi-Utilities,,
ריק במקור,ריק במקור,Water Utilities,,
ריק במקור,ריק במקור,Independent Power and Renewable Electricity Producers,,
ריק במקור,ריק במקור,Diversified REITs,,
ריק במקור,ריק במקור,Industrial REITs,,
ריק במקור,ריק במקור,Hotel & Resort REITs,,
ריק במקור,ריק במקור,Office REITs,,
ריק במקור,ריק במקור,Health Care REITs,,
ריק במקור,ריק במקור,Residential REITs,,
ריק במקור,ריק במקור,Retail REITs,,
ריק במקור,ריק במקור,Specialized REITs,,
ריק במקור,ריק במקור,Real Estate Management & Development,,
ריק במקור,ריק במקור,Other,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,לא סחיר,,
ריק במקור,ריק במקור,חסום,,
ריק במקור,ריק במקור,השעיה,,
ריק במקור,ריק במקור,לא חסום בהשעיה,,
ריק במקור,ריק במקור,חסום בהשעיה,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,לא סחיר,,
ריק במקור,ריק במקור,בהשאלה,,
ריק במקור,ריק במקור,בשלבי רישום למסחר,,
ריק במקור,ריק במקור,חסום,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,סחיר,,
ריק במקור,ריק במקור,חסום,,
ריק במקור,ריק במקור,חסום בהשעיה,,
ריק במקור,ריק במקור,לא חסום בהשעיה,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,לא סחיר,,
ריק במקור,ריק במקור,חסום,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,סחיר,,
ריק במקור,ריק במקור,חסום,,
ריק במקור,ריק במקור,השעיה,,
ריק במקור,ריק במקור,בהשאלה,,
ריק במקור,ריק במקור,לא חסום בהשעיה,,
ריק במקור,ריק במקור,לא חסום בהשאלה,,
ריק במקור,ריק במקור,חסום בהשעיה,,
ריק במקור,ריק במקור,חסום בהשאלה,,
ריק במקור,ריק במקור,בשלבי רישום למסחר,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,TASE,,
ריק במקור,ריק במקור,TASE-UP,,
ריק במקור,ריק במקור,NYSE,,
ריק במקור,ריק במקור,NASDAQ,,
ריק במקור,ריק במקור,JPX,,
ריק במקור,ריק במקור,AMEX,,
ריק במקור,ריק במקור,ADX,,
ריק במקור,ריק במקור,ASX,,
ריק במקור,ריק במקור,BOVESPA,,
ריק במקור,ריק במקור,BSE,,
ריק במקור,ריק במקור,CBOE,,
ריק במקור,ריק במקור,CME,,
ריק במקור,ריק במקור,EURONEXT,,
ריק במקור,ריק במקור,EUREX,,
ריק במקור,ריק במקור,FWB,,
ריק במקור,ריק במקור,HKSE,,
ריק במקור,ריק במקור,ICE,,
ריק במקור,ריק במקור,ISE,,
ריק במקור,ריק במקור,JSE,,
ריק במקור,ריק במקור,KRX,,
ריק במקור,ריק במקור,LSE,,
ריק במקור,ריק במקור,MICEX - RTS,,
ריק במקור,ריק במקור,NASDAQD,,
ריק במקור,ריק במקור,NSE,,
ריק במקור,ריק במקור,SSE,,
ריק במקור,ריק במקור,SZSE,,
ריק במקור,ריק במקור,SGX,,
ריק במקור,ריק במקור,BME,,
ריק במקור,ריק במקור,SIX,,
ריק במקור,ריק במקור,TSEC,,
ריק במקור,ריק במקור,TSE,,
ריק במקור,ריק במקור,TSX,,
ריק במקור,ריק במקור,אחר,,
