"שם גיליון
(רלוונטי לגיליונות עם עמודה ""מאפיין עיקרי"")",שם עמודה,אפשרות בחירה,הערות והסברים,Unnamed: 4
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",לא צמוד למדד המחירים לצרכן ריבית קבועה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",לא צמוד למדד המחירים לצרכן ריבית משתנה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","צמוד מט""ח בריבית קבועה",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","צמוד מט""ח בריבית משתנה",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מק""מ קצר משנים עשר חודשים",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","נקוב במט""ח",הגעת לשדה האחרון בשורה זו,
לא סחיר איגרות חוב מיועדות,מאפיין עיקרי,חץ,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מירון בקרן פנסיה ותיקה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ערד בקרן פנסיה ותיקה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ערד בקרן פנסיה מקיפה חדשה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","פיקדון חשכ""ל",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
אפיק השקעה מובטח תשואה,מאפיין עיקרי,החזקה באפיק השקעה מובטח תשואה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",התאמה לשווי ההוגן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",נכס או התחייבות בגין השלמת המדינה לתשואת היעד ,הגעת לשדה האחרון בשורה זו,
לא סחיר ניירות ערך מסחריים,מאפיין עיקרי,"נש""ר",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",צמוד למדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",לא צמוד למדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","צמוד למט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
לא סחיר איגרות חוב,מאפיין עיקרי,לא צמוד למדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",צמוד למדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","צמוד למט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",צמוד למדד אחר,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח להמרה לא צמוד למדד",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח להמרה לא צמוד למדד",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח להמרה צמוד למדד המחירים לצרכן",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח להמרה צמוד למט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח להמרה צמוד למדד אחר",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","נש""ר",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת","אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
"לא סחיר מניות, מניות בכורה ויחידות השתתפות",מאפיין עיקרי,יחידות השתתפות אינשורטק,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",יחידות השתתפות פינטק,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",יחידות השתתפות תשתיות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",יחידות השתתפות אחרות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות בכורה לא סחירות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות לא סחירות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","נש""ר",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",PIPE,Private Equity in Public Equity,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",SPAC,Special Puropse Acquistion Company/Blank Check Company,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
קרנות השקעה,מאפיין עיקרי,משאבים טבעיים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",פרייבט אקוויטי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קרן אנרגיה ותשתיות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קרן גידור (Hedge Fund),הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קרן חוב,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","קרן נדל""ן",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קרן השקעה אחרת,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",סעיף מאזני,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
לא סחיר אופציות,מאפיין עיקרי,מניה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מדד,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קרן סל,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",סחורה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ריבית,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
הלוואות,מאפיין עיקרי,חברה מוחזקת,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",יחיד שאינו עמית/מבוטח,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",נושא משרה/עובד,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",סוכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",עמית/מבוטח,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",תאגיד,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
לא סחיר נגזרים אחרים,מאפיין עיקרי,Unfunded Swap,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה - שם גיליון
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Funded Swap,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Unfunded Forward,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Funded Forward,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Unfunded Interest Rate Swap,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Funded Interest Rate Swap,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Unfunded Total Return/Equity Swap,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Funded Total Return/Equity Swap,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",Repo,עסקאות REPO,נוסף במסגרת עדכון הרשימה
לא סחיר מוצרים מובנים,מאפיין עיקרי,קרן מובטחת,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קרן לא מובטחת,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",שכבת חוב (Tranche) בדרוג AA- ומעלה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",שכבת חוב (Tranche) בדרוג BBB- ומעלה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",שכבת חוב (Tranche) בדרוג BB+ ומטה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",שכבת הון (Equity Tranch),הגעת לשדה האחרון בשורה זו,
פיקדונות מעל 3 חודשים,מאפיין עיקרי,צמוד למדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",לא צמוד למדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","נקוב במט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","צמוד למט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",בטחונות לא שוטפים,בטחונות לתקופה של מעל 3 חודשים,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
זכויות מקרקעין,מאפיין עיקרי,"נדל""ן מניב","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה - שם גיליון
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","נדל""ן לא מניב",הגעת לשדה האחרון בשורה זו,
נכסים אחרים,מאפיין עיקרי,התחייבות הממשלה בגין אי העלאת גיל הפרישה לנשים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",סיוע ממשלתי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",דיבידנד לקבל,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","הכנסות עו""ש לקבל","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",הפרשה למס,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",התחייבות Forward,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","זכאים בגין נדל""ן","תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חוב בפיגור,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים בגין מקדמות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים בגין עסקה עתידית ,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים בגין תקבולים ,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים בנאמנות ,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים והכנסות שכר דירה לקבל,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים הלוואות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים העברות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים וזכאים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים וזכאים בגין שיקוף,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים וזכאים מס,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים וזכאים עמיתים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","חייבים זכאים במט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","חייבים זכאים בש""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חייבים/זכאים עמלת up front,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חלוקה בפועל מקרן השקעה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",יצירות אומנות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מס במקור,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מעבר הפרשים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מעבר מיזוגים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מעבר נכסים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מעבר פקדונות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מקדמות מס,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",עודפים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",פיגורים,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",קיקר,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
השקעה בחברות מוחזקות,מאפיין עיקרי,חברת בת,"תא ללא תוכן, המשך בתא הבא",נוסף במסגרת עדכון הרשימה - שם גיליון
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חברה כלולה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
יתרות התחייבות להשקעה,מאפיין עיקרי,התחייבות להשקעה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",התחייבות להשקעה - צמיתה,כאשר מועד המחויבות להשקעה הוא ללא תאריך ספציפי.,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",התחייבות להשקעה - קרן בפירוק,כאשר המחויבות להשקעה מסתיימת במועד פירוק הקרן.,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",התחייבות להשקעה - קרן בהנזלה,כאשר הקרן נמצאת בשלבי הנזלה (liquidation).,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ח.פ.,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מספר מנפיק,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מספר שותפות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LEI,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ח.פ.,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מספר מנפיק,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מספר שותפות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LEI,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מספר תאגיד או שותפות בחו""ל",הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ח.פ.,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מספר מנפיק,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LEI,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חברת ציטוט,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אנרגיה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אשראי בגין נדל""ן יזמי",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אשראי קמעונאי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מדד המחירים לצרכן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מדדי סחורות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","מט""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מניות לרבות מדדי מניות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",משכנתאות או תיקי משכנתאות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מתכות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","ריבית ואג""ח",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",תשתיות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",גורם תלוי/פנימי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",דיווח מנהל הקרן,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ISIN,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",OCC,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",פנימי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",סחיר,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",מושעה,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",סחיר,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",חסום,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",השעיה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",בהשאלה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",בשלבי רישום למסחר,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אחר,הגעת לשדה האחרון בשורה זו,
שורה זו ריקה,,,,
שורה זו ריקה,,,,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","אג""ח מובנות",הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אופנה והלבשה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אלקטרוניקה ואופטיקה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אנרגיה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אנרגיה מתחדשת,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",אשראי חוץ בנקאי,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ביוטכנולוגיה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ביטוח,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",ביטחוניות,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",בנייה,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",בנקים,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",השקעות בהיי-טק,הגעת לשדה האחרון בשורה זו,
"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",השקעות במדעי החיים,הגעת לשדה האחרון בשורה זו,
